mmsi,fishing_type,shipname_kr,shipname,has_existing
440705440,근해자망어업,,MAN IL HO           ,False
440705590,근해자망어업,,8008ILSEUNG,False
440705830,근해자망어업,,709 HYUCK SIN HO,False
440705960,근해자망어업,,EN HA SU HO,False
440706060,근해자망어업,,109 HAN IL HO,False
440706190,근해자망어업,,108 DAE JU HO       ,False
440706210,근해자망어업,,707 KWANG IL        ,False
440706290,근해자망어업,,207 SIN IL ,False
440706330,근해자망어업,,KUM KANG HO,False
440706850,근해자망어업,,JE2019 BU YEONG     ,False
440706980,근해자망어업,,909YU CHANG HO,False
440707070,근해자망어업,,HEUNGYEONG,False
440707470,근해자망어업,,729 E GYEON HO      ,False
440707710,근해자망어업,,108 DEA HEUNG HO,False
440707860,근해자망어업,,100MANBOO,False
440707940,근해자망어업,,101 HYUNG SUNG HO,False
440707960,근해자망어업,,2007 KYUNG CHANG HO,False
440708070,근해자망어업,,253DAEGYEONG,False
440708080,근해자망어업,,711 CHOI SIN HO,False
440708560,근해자망어업,,306 DAE HEUNG H0  ,False
440001010,근해채낚기어업,,303JANGDEKHO      #$,False
440009150,근해채낚기어업,,2HONG HYE           ,True
440015140,근해채낚기어업,,JE 2015 SAM GUANG,True
440017700,근해채낚기어업,,909MINSENGHO,True
440019260,근해채낚기어업,,7MOKLYUN,True
440046550,근해채낚기어업,,2007DAESUNG         ,True
440046660,근해채낚기어업,,153-SONG-EN,False
440050410,근해채낚기어업,,,False
440051710,근해채낚기어업,,NO.3 HO NAM ,True
440052480,근해채낚기어업,,106DONGWON        ,True
440067980,근해채낚기어업,,8 JO GWANG ,True
440079920,근해채낚기어업,,203 HI YEONG,True
440081210,근해채낚기어업,,108 DEA GWANG HO,True
440100368,근해채낚기어업,,2004BOK SUNG,True
440100620,근해채낚기어업,성우1호,713CHANGNAM,False
440101280,근해채낚기어업,,DAESEUNG,False
440101390,근해채낚기어업,,808 DONG MYUNG,True
440104540,근해채낚기어업,,808YONGSUNG,True
440105880,근해채낚기어업,,507JENGHYUNHO,False
440106080,근해채낚기어업,,505 SAM KWANG,True
440109820,근해채낚기어업,,DU WON,False
440116130,근해채낚기어업,,IL GWANG,False
440117110,근해채낚기어업,,77 MAN SUN          ,True
440117590,근해채낚기어업,,708 AN SEONG HO     ,True
440117850,근해채낚기어업,,1 GEO SEONG,True
440120430,근해채낚기어업,,5 DAE PUNG  ,True
440121160,근해채낚기어업,,109JAMGSEONG HO     ,True
440125090,근해채낚기어업,,21 TONG MYONG HO  #4,True
440125150,근해채낚기어업,,332 IN SUNG HO      ,True
440125160,근해채낚기어업,,323 DAE GYEONG HO   ,True
440125180,근해채낚기어업,,107 JANG SUNG       ,True
440125320,근해채낚기어업,NO.8 KANE MARU,205 IK SUNG,True
440125630,근해채낚기어업,,3 JANG SUNG HO      ,True
440125720,근해채낚기어업,,506JINHUENG,True
440126140,근해채낚기어업,,107 JIN MYUNG HO    ,True
440126340,근해채낚기어업,NO.8 KANE MARU,501DONGJIN,True
440132110,근해채낚기어업,,153 GWANGSUNG,True
440132130,근해채낚기어업,,CHEON BO HO         ,True
440132760,근해채낚기어업,,7HWANGKEUMG,True
440132840,근해채낚기어업,,HAM SEONG HO        ,True
440133080,근해채낚기어업,,301YOUNHEAHO,True
440134930,근해채낚기어업,,HYUNYONG,False
440136910,근해채낚기어업,,,False
440141420,근해채낚기어업,,WOO YANG HO,False
440142370,근해채낚기어업,,JEONGMIN NO.05      ,True
440142520,근해채낚기어업,,SAM KWANG,True
440145260,근해채낚기어업,,DAESUNGCH,False
440145430,근해채낚기어업,,DAE LIM             ,True
440147310,근해채낚기어업,,99 DONG MYEONG,True
440148090,근해채낚기어업,,GANG JEON HO ,True
440148360,근해채낚기어업,NO.8 KANE MARU,BO GWANG,False
440148940,근해채낚기어업,SHIN KWANG B- 6,NEW MANJUNG,True
440149760,근해채낚기어업,,8SEAJIN      ,True
440150020,근해채낚기어업,,3 CHUNG MU HO,False
440150220,근해채낚기어업,,505 DAE PUNG HO,True
440150580,근해채낚기어업,,88 HAE DONG,True
440154010,근해채낚기어업,SHIN KWANG B- 6,MAN JANG ,True
440154250,근해채낚기어업,,711 SE JIN          ,True
440154850,근해채낚기어업,,2013HANJIN,True
440208010,근해채낚기어업,,2015 DONG MYUNG     ,True
440218130,근해채낚기어업,,JANG GYEONG HO,True
440304830,근해채낚기어업,,DUCKIL,True
440315830,근해채낚기어업,,303 EUN SUNG,False
440328080,근해채낚기어업,,138JUNG IL HO       ,False
440400450,근해채낚기어업,,TAECHANG,False
440401020,근해채낚기어업,,3DONGWOONHO,True
440401520,근해채낚기어업,,YOUNGVI ,True
440401720,근해채낚기어업,,JEON IL HO          ,False
440401730,근해채낚기어업,,27DAEHYUN,False
440402270,근해채낚기어업,,BOWON,True
440402440,근해채낚기어업,,2002JUYOUNG,True
440402530,근해채낚기어업,,7DAE SUNG HO        ,True
440403310,근해채낚기어업,,901YEONGJIN,True
440403340,근해채낚기어업,,16BOSUNG,True
440403370,근해채낚기어업,,201SEUNGJINHO,True
440403490,근해채낚기어업,,7EUNSEONGHO         ,True
440403690,근해채낚기어업,,307ODAEHO501ODAEHO,True
440403720,근해채낚기어업,,33JUYOUNG,True
440403740,근해채낚기어업,,NO.205 SAM IL,True
440403910,근해채낚기어업,,201DAE WON,True
440404250,근해채낚기어업,,11 ABCDEE           ,True
440404640,근해채낚기어업,,96ARJIN,True
440404660,근해채낚기어업,,3YEGUNHO,True
440404930,근해채낚기어업,,WONYEONG,False
440405320,근해채낚기어업,,YUSEONGHO ,True
440405520,근해채낚기어업,,606YUSUNG,True
440405810,근해채낚기어업,,2 DEOK SEONG,True
440405960,근해채낚기어업,,BU KYUNG HO,False
440406020,근해채낚기어업,,33ANSEONG,True
440406040,근해채낚기어업,,33SEONGHAN,True
440406150,근해채낚기어업,,202 NAM YANG HO,True
440406670,근해채낚기어업,,368BAEK GYEONG HO   ,False
440407110,근해채낚기어업,,HAE DONG ,False
440407540,근해채낚기어업,,2020JAESEONG        ,False
440407790,근해채낚기어업,,DONGHYENHO,False
440408410,근해채낚기어업,,311SUNGYONG,True
440408830,근해채낚기어업,,NO.2 BO KYONG,False
440409660,근해채낚기어업,,101 YOU SUNG HO     ,True
440410480,근해채낚기어업,,20MINSEONGHO ,True
440410810,근해채낚기어업,,GAM CHAN HO,False
440410950,근해채낚기어업,,5 BU JANG,True
440411060,근해채낚기어업,,DONGSUNG,True
440412060,근해채낚기어업,청보호,207JINHEUNG,True
440412240,근해채낚기어업,,11DAESUNG,True
440412520,근해채낚기어업,,5YEONSOOHO,True
440412760,근해채낚기어업,,107NAMYANG,True
440413050,근해채낚기어업,,5KWANGWOON,True
440414150,근해채낚기어업,,109MOONCHANG,True
440600015,근해채낚기어업,,7BUNCHANG,True
440600114,근해채낚기어업,,0000000,True
440600128,근해채낚기어업,,1 CHANG HEUNG,True
440600133,근해채낚기어업,,58 GEUM YANG,True
440600150,근해채낚기어업,,NO.103YONGJINHO     ,True
440600166,근해채낚기어업,NO.8 KANE MARU,JIN YEONG,True
440600181,근해채낚기어업,,3JAEGUN,True
440600245,근해채낚기어업,,102 JIN GANG HO,False
440600316,근해채낚기어업,,SUNGJIN,True
440600350,근해채낚기어업,,209 DAE SUNG HO     ,False
440600384,근해채낚기어업,,DONG IL HO,False
440600402,근해채낚기어업,,NO.2013WANGSUNG     ,True
440600407,근해채낚기어업,,CHANG HEUNG         ,True
440600483,근해채낚기어업,,501SUJUNG,False
440600511,근해채낚기어업,,YEON AN             ,False
440600516,근해채낚기어업,,DUCKJIN             ,False
440600526,근해채낚기어업,,JUNG CHANG HO       ,False
440600571,근해채낚기어업,,505 HAEWANG HO      ,False
440600622,근해채낚기어업,,77 JANGWON ,False
440601480,근해채낚기어업,,NO306DEASUNG        ,True
440700780,근해채낚기어업,,NO.1 DAE GUN        ,True
440703450,근해채낚기어업,,DONG JIN HO,False
440704640,근해채낚기어업,,933CHEONIL ,False
440704680,근해채낚기어업,,JE307HYENGBINHO,False
440705360,근해채낚기어업,,207 WOO JIN,False
440706390,근해채낚기어업,,PUNG SEONG,False
440708030,근해채낚기어업,,207HEADO,True
440000087,근해통발어업,,87HANJIN            ,False
440002300,근해통발어업,,2016DONGSUN HO      ,False
440011150,근해통발어업,,CHUNGGYUNG,True
440013420,근해통발어업,,2016 SI NAE SAN HO,False
440013600,근해통발어업,,MANSEH,False
440029250,근해통발어업,,109.DONGMYUNG,True
440032630,근해통발어업,,BANG JU HO,False
440089170,근해통발어업,,2014HAE SIN HO      ,False
440090120,근해통발어업,,237 CHEON MAN HO,False
440101860,근해통발어업,,YUNJUNG ,True
440103410,근해통발어업,,HYOSUNG,False
440103570,근해통발어업,,202DAE IL,True
440103980,근해통발어업,,308 DAE YOUNG HO    ,False
440104490,근해통발어업,,590WONJINHO         ,False
440106520,근해통발어업,선진호,505YOOIL,False
440106570,근해통발어업,,2018 ROYAL,False
440109290,근해통발어업,,305 HAN IL          ,False
440110480,근해통발어업,,CHUNGPHUNG,True
440110570,근해통발어업,,306 UN HWA,False
440112540,근해통발어업,,2006 SAMSUNG,True
440113030,근해통발어업,NO.117 DAE YANG,BIG SINESAN,False
440116630,근해통발어업,,HANJIN,False
440116850,근해통발어업,,311MYUNGCHEON,False
440117260,근해통발어업,,SUWON,True
440119110,근해통발어업,NO.8 KANE MARU,327 SEUNG MAN,False
440120930,근해통발어업,,15 SU YUNG          ,False
440124610,근해통발어업,,NO.2008 YONG SEUNG  ,False
440124690,근해통발어업,,DAE IL HO           ,False
440124990,근해통발어업,,TAE GWANG,False
440125910,근해통발어업,,2777 DAE LIM HO ,False
440125970,근해통발어업,,109 YOUNG SIN,True
440126010,근해통발어업,,3 DAE GEON,False
440126040,근해통발어업,SHIN KWANG B- 6,39DAEBU,False
440126210,근해통발어업,,DO CHEONG,False
440126420,근해통발어업,,206 DONGYANG,False
440126440,근해통발어업,,818CHANG UN,False
440132730,근해통발어업,오송,YUSUNG,False
440140760,근해통발어업,,HAE SIN HO,True
440145950,근해통발어업,,SUWON,True
440150690,근해통발어업,,YOUNGJIN,False
440156120,근해통발어업,,305UNHWA,False
440158140,근해통발어업,,27 HWA SEUNG,False
440178620,근해통발어업,,707 JEONG GIL HO    ,False
440181770,근해통발어업,동림펄호,2016SEOJIN,False
440190310,근해통발어업,,2019HARAM,False
440201300,근해통발어업,제11고가네마루,3001YOOILHO,True
440206870,근해통발어업,,2003 CHOI KWANG HO,False
440210260,근해통발어업,,2017YOUNGKWANGHO,False
440215250,근해통발어업,,3007YOOILHO ,False
440216720,근해통발어업,,710TAE YANG,False
440217350,근해통발어업,광양3 1 호,SIN DOCHEONG,False
440217730,근해통발어업,SHIN KWANG B- 6,HANAHO,False
440217770,근해통발어업,,3 YEON SU HO,False
440223070,근해통발어업,,336 WOONG JIN,False
440224590,근해통발어업,SHIN KWANG B- 6,2015 ROYAL,False
440311050,근해통발어업,,101SOUNG BOK        ,False
440312930,근해통발어업,,MANSSAE,False
440316660,근해통발어업,,DEOK SUNG HO,False
440318730,근해통발어업,,301DONGHA,False
440319280,근해통발어업,,YOO SEON,False
440323450,근해통발어업,,DAEWONHO            ,False
440325450,근해통발어업,NO.117 DAE YANG,KANG IN HO ,False
440326710,근해통발어업,,"209,DONGMYUNG",True
440329870,근해통발어업,,2017CHEONSUHO       ,False
440332730,근해통발어업,,107BU CHANG HO      ,True
440401060,근해통발어업,,5 MANSUNG,False
440401410,근해통발어업,,2017DONGWEONHO,False
440401970,근해통발어업,,507 YOO IL ,True
440402040,근해통발어업,,107 DONG CHOON,False
440402630,근해통발어업,,BOBAE,True
440402790,근해통발어업,,DONGIK.NO33         ,False
440402820,근해통발어업,,DAE KWANG           ,False
440402850,근해통발어업,,107 DAE KYUNG,False
440402890,근해통발어업,,11 OIL JIN,False
440402910,근해통발어업,,548DONGJINHO,False
440402940,근해통발어업,,HYEIJINHO,False
440403010,근해통발어업,,SUNGPO103,False
440404630,근해통발어업,,DAHAE,True
440408960,근해통발어업,,88YOUNGSHIN,False
440409560,근해통발어업,,107 DONG CHUN       ,False
440410840,근해통발어업,,2005SUNGYONG,True
440411210,근해통발어업,,DAEWANG,False
440412110,근해통발어업,,17BUKYEONG,False
440412570,근해통발어업,,2013SSANGYONG,True
440412750,근해통발어업,,,False
440501100,근해통발어업,제11고가네마루,27 GYUNG DONG,False
440600049,근해통발어업,,YOUNGSHIN999,False
440600375,근해통발어업,,16 HAE GEUM HO,False
440600535,근해통발어업,,2011 DAE MYUNG,True
440600539,근해통발어업,제208 대진호,505 HANJIN  ,True
440600770,근해통발어업,,S-26JUNG            ,False
440700550,근해통발어업,NO.8 KANE MARU,201 GYUNG YANG ,False
440701610,근해통발어업,,207YOOSINHO,False
440777777,근해통발어업,,DONGMYUNG,False
441177000,근해통발어업,,318SUNGDUK-         ,False
440001060,대형선망어업,,307 HAN CHANG,True
440005070,대형선망어업,,NO.206 KEUM SUNG    ,True
440005560,대형선망어업,,201CHANGNAM,True
440006510,대형선망어업,,128 DAEJIN          ,False
440011600,대형선망어업,,33 CHANG MAN        ,True
440014010,대형선망어업,,901KYEONGHAD,True
440017900,대형선망어업,,900 KYEONG HAE      ,True
440018300,대형선망어업,,287HYESEUNG,True
440019280,대형선망어업,,206 DAE JIN         ,True
440041240,대형선망어업,,203 DAE JIN,True
440044390,대형선망어업,,207 GEUM HAE,True
440050020,대형선망어업,,201YEONCHANG  ,True
440060290,대형선망어업,,105 DAE JIN,True
440065110,대형선망어업,,31 CHANG NAM,True
440100120,대형선망어업,,NO.288 HYE SEUNG    ,True
440100370,대형선망어업,,88KEUMYOUNG,True
440100510,대형선망어업,,NO.36 DONG SIN,True
440100720,대형선망어업,,NO127 DAEYANGBO,False
440101040,대형선망어업,제 153혜승호,153HYESEUNG,True
440101100,대형선망어업,,103 GYEONG HAE      ,True
440101110,대형선망어업,,201 HAE GEUM,False
440101320,대형선망어업,,509 WOO IL,True
440103720,대형선망어업,,NO.103 KEUM SUNG    ,True
440104220,대형선망어업,,NO.111 DAEYANG,True
440104230,대형선망어업,,131 DAE JIN,True
440104320,대형선망어업,삼원301호,2020 SAE CHEON NYEON,True
440104810,대형선망어업,,208DUKMYUN,True
440104870,대형선망어업,,NO.116 KEUM SUNG    ,False
440105020,대형선망어업,,106 GEUM HAE,True
440105140,대형선망어업,,107 DAE JIN,True
440105310,대형선망어업,,NO.101 KEUM SUNG    ,True
440105320,대형선망어업,,NO28DEUKMYUNG,True
440105330,대형선망어업,,106DUKMYUNG,True
440105510,대형선망어업,, 5SUDEOK     ,True
440105690,대형선망어업,,121 DAE JIN         ,False
440105820,대형선망어업,,305 HAN CHANG,True
440105940,대형선망어업,,NO.125 KEUM SUNG    ,True
440106500,대형선망어업,,202CHANGNAM         ,True
440106660,대형선망어업,,HA YUN T 1 HO,True
440106680,대형선망어업,,4SUDEOK,False
440106710,대형선망어업,,202YEONCHANG,True
440106720,대형선망어업,,NO.88WOOYANG,True
440107080,대형선망어업,,  3 SUDEOK   ,True
440107110,대형선망어업,,32 CHAMG NAM        ,True
440107440,대형선망어업,,303YEONCHANG,False
440107470,대형선망어업,,71KEUMYOUNG,True
440107550,대형선망어업,,352 HAE SEUNG,True
440107650,대형선망어업,,203YEONCHANG   ,True
440107660,대형선망어업,,31KEUMYOUNG,True
440107670,대형선망어업,,81KYUNGJIN,True
440107960,대형선망어업,,127 DAE JIN         ,True
440107990,대형선망어업,,285HYESEUNG,True
440108040,대형선망어업,,203 WOOYAMG         ,False
440108160,대형선망어업,,87TONGYOUNG         ,True
440108180,대형선망어업,,NO.135 KEUM SUNG    ,True
440108250,대형선망어업,,117 DAEJIN,True
440108350,대형선망어업,,102 KYUNG HAE       ,True
440108420,대형선망어업,,301YEONCHANG,False
440108770,대형선망어업,,WOONG JIN T-1100 HO,True
440109040,대형선망어업,,"NO,81DAEYANG ",True
440109050,대형선망어업,,BUSAN 331           ,False
440109280,대형선망어업,,287HYESEUNG,True
440109300,대형선망어업,,NO.111 KEUM SUNG    ,True
440109880,대형선망어업,,102 DUK MEYUNG,True
440110040,대형선망어업,,703CHANGNAM         ,True
440110190,대형선망어업,,88DUKMYUNG          ,True
440110990,대형선망어업,,101 GEUM HAE,True
440111720,대형선망어업,SHIN KWANG B- 6,NO.355 HYE SEUNG    ,True
440111810,대형선망어업,,709DONGNAM          ,True
440112040,대형선망어업,,207 DAEJIN,True
440112280,대형선망어업,,39 CHANG NAM BS,True
440112320,대형선망어업,,118 DAEJIN,True
440112520,대형선망어업,,305 DAE JIN         ,True
440113360,대형선망어업,,NO.106WOOYANG,True
440113370,대형선망어업,,103 DAE JIN         ,True
440113970,대형선망어업,,133 DAE JIN         ,True
440114260,대형선망어업,,NO.503 HYESEUNG ,True
440117890,대형선망어업,,301 CHANG NAM       ,True
440118410,대형선망어업,,302YEONCHANG,False
440118430,대형선망어업,,126 DUK MYUNG       ,True
440118470,대형선망어업,,NO.225 DEOKMYUNG ,True
440119610,대형선망어업,,900KYEONGHAE,True
440120140,대형선망어업,,105 TONG YOUNG,True
440120460,대형선망어업,,501 HAE GEUM ,True
440120530,대형선망어업,,NO.117 KEUM SUNG    ,True
440120640,대형선망어업,,209CHANGNAM,False
440120710,대형선망어업,,303KYUNGJIN,True
440120810,대형선망어업,,501HYESEUNG,False
440120820,대형선망어업,,3 UNBAN,True
440120830,대형선망어업,,61KEUMYOUNG,True
440120860,대형선망어업,,301 HAE GEUM,False
440120870,대형선망어업,,308 CHANG NAM       ,True
440120950,대형선망어업,,98TONGYOUNG         ,True
440121170,대형선망어업,,NO.98 KEUM SUNG     ,True
440121180,대형선망어업,,NO.97 KEUM SUNG     ,True
440121190,대형선망어업,,NO.89 KEUM SUNG     ,False
440121310,대형선망어업,,103 DUK MYUNG,True
440121490,대형선망어업,동림펄호,NO.52KEUMYOUNG,True
440121640,대형선망어업,,NO.112 DAEJIN       ,True
440121650,대형선망어업,,111 DAE JIN         ,True
440121690,대형선망어업,,6SUDEOK   ,False
440121730,대형선망어업,성우1호,308 HAN CHANG,True
440121850,대형선망어업,,102 HAE GEUM,True
440121880,대형선망어업,SUIKOU NO.1,305 CHANG NAM,True
440121920,대형선망어업,,103 HAE GEUM,True
440121980,대형선망어업,,308DUKMYUNG      ,True
440123340,대형선망어업,,309 CHANG NAM       ,True
440123390,대형선망어업,,202KYUNGJIN,False
440123760,대형선망어업,,88TONGYOUNG         ,True
440124810,대형선망어업,,703DONGNAM          ,True
440126950,대형선망어업,제11고가네마루,303 HAN CHANG,True
440127060,대형선망어업,,NO.118 KEUM SUNG    ,True
440129790,대형선망어업,,125DAEYANG,True
440130260,대형선망어업,SHIN KWANG B- 6,NO.102WOOYANG,True
440131560,대형선망어업,,101TONGYOUNG        ,True
440133610,대형선망어업,,205 DAE JIN         ,True
440135630,대형선망어업,선진호,115 DAE JIN,False
440135740,대형선망어업,,NO.117DAEYANG,True
440136110,대형선망어업,,309 HAN CHANG,True
440140200,대형선망어업,오송,286HYESEUNG,True
440145090,대형선망어업,,NO.87WOOYANG,True
440145410,대형선망어업,,101KYUNGJIN,True
440145450,대형선망어업,,85TONGYOUNG,True
440147710,대형선망어업,9육일호,NO.11WOOYANG,True
440148130,대형선망어업,,NO38DEOK-MYUNG ,False
440148140,대형선망어업,,NO 127 KEUM SUNG ,True
440148150,대형선망어업,,NO.122 KEUM SUNG    ,True
440148160,대형선망어업,,NO.121 KEUM SUNG    ,True
440150190,대형선망어업,,202 GEUM HAE,True
440150860,대형선망어업,,NO.113DAEYANG,True
440151080,대형선망어업,,208 GEUM HAE,True
440153310,대형선망어업,,NO.83DEUKMYEONG,False
440154270,대형선망어업,,353HYESEUNG,True
440155220,대형선망어업,,151HYESEUNG,True
440155510,대형선망어업,,105 KYUNG HAE       ,True
440187980,대형선망어업,,38CHANG NAM         ,True
440191220,대형선망어업,,NO.205 KEUM SUNG    ,True
440191230,대형선망어업,,NO.207 KEUM SUNG    ,True
440191350,대형선망어업,,502HYE SEUNG,False
440193680,대형선망어업,NO.8 KANE MARU,201 GEUM HAE,True
440194680,대형선망어업,,205 CHANG NAM,False
440195340,대형선망어업,,32 CHANG NAM,True
440222530,대형선망어업,,53 KEUN YEONG,False
440303310,대형선망어업,,286HYESEUNG,True
440304100,대형선망어업,,208CHANGNAM         ,False
440316590,대형선망어업,,203 CHANG NAM       ,True
440323960,대형선망어업,,115 DAE YANG,True
440401800,대형선망어업,,903 GYEONG HAE      ,True
440503600,대형선망어업,,NO.201 KEUM SUNG    ,True
440677000,대형선망어업,,203KYUNGJIN         ,True
440722000,대형선망어업,,101 HAE GEUM,True
440735000,대형선망어업,,108 DAE JIN,True
440745000,대형선망어업,,1 SUDEOK   ,False
441147000,대형선망어업,,700DONGNAM        0,True
441624000,대형선망어업,NO.8 KANE MARU,301 HAN CHANG,True
440006310,기선권현망어업,,1 DAE YANG          ,False
440006590,기선권현망어업,,2 DAE YANG,False
440071070,기선권현망어업,NO.8 KANE MARU,17 SAM YUANG,False
440098350,기선권현망어업,,703 DEOK JIN HO     ,False
440100110,기선권현망어업,,MYUNGJIN10002,False
440102520,기선권현망어업,NO.8 KANE MARU,101 NAM PO,False
440102530,기선권현망어업,SHIN KWANG B- 6,102 NAM PO  ,False
440103730,기선권현망어업,,JE106MAN SUNG HO    ,False
440104090,기선권현망어업,,19 SE GIL,False
440104140,기선권현망어업,,28 SE GIL,False
440104580,기선권현망어업,,35 HEE YOUNG HO ,False
440105540,기선권현망어업,제11고가네마루,106 NAM PO,False
440106380,기선권현망어업,,302HEUNGNAMHO,False
440109150,기선권현망어업,,107 BEOMJIN,False
440109180,기선권현망어업,,109SEUNGJIN ,False
440109240,기선권현망어업,,103SEUNGJIN ,False
440109250,기선권현망어업,,102SEUNGJIN ,False
440109260,기선권현망어업,,72SEUNGJIN ,False
440111560,기선권현망어업,,JE88SONGMYEONGHO    ,False
440112550,기선권현망어업,,111WOONG CHEON,False
440113250,기선권현망어업,,55JEONGSUN,False
440113290,기선권현망어업,,JE207YUJIN  ,False
440115540,기선권현망어업,,101 PYEONG JIN,False
440115550,기선권현망어업,,102 PYEONG JIN,False
440116890,기선권현망어업,,56GWANGYANG ,False
440118930,기선권현망어업,,106SUNGBO HO,False
440122420,기선권현망어업,,17 DEOK JIN HO      ,False
440122430,기선권현망어업,,101HAE SANG ,False
440122440,기선권현망어업,,105 OYANGHO         ,False
440122450,기선권현망어업,,29 DEOK JIN HO      ,False
440122460,기선권현망어업,,18 DEOK JIN HO      ,False
440122520,기선권현망어업,,202 SIN SEONG,False
440122540,기선권현망어업,,201 SIN SEONG,False
440122550,기선권현망어업,NO.2 JAE IL,3 GEUM JEONG,False
440122570,기선권현망어업,,17 NAM YOUNG,False
440122630,기선권현망어업,,23JEONGSUN,False
440122640,기선권현망어업,,JE72JIN GWANG HO,False
440122650,기선권현망어업,,66GWANGYANG ,False
440122660,기선권현망어업,,99GWANGYANG ,False
440122670,기선권현망어업,,88WOONGCHEON ,False
440122690,기선권현망어업,,108WOONGCHEON ,False
440122750,기선권현망어업,,105 TONG IL,False
440122760,기선권현망어업,NO.8 KANE MARU,107 TONG IL,False
440122780,기선권현망어업,,55 KUM JEONG,False
440122790,기선권현망어업,,7JO YANG,False
440122810,기선권현망어업,,6JOYANG,False
440122920,기선권현망어업,,25 CHUNG KWANG,False
440122930,기선권현망어업,,27SUN GYEONG ,False
440122940,기선권현망어업,,113 HONG EUN,False
440122950,기선권현망어업,SHIN KWANG B- 6,36HONG EUN,False
440123350,기선권현망어업,,57 SE YANG,False
440123530,기선권현망어업,,HYE SEUNG 701,False
440123540,기선권현망어업,,HYE SEUNG 702,False
440123570,기선권현망어업,,56 CHEONG GWANG,False
440123640,기선권현망어업,세방 8001,103MYEONGYANG       ,False
440123650,기선권현망어업,TAE GIL NO.8,96 PYUNG JIN,False
440123660,기선권현망어업,,227HWACHANG ,False
440123670,기선권현망어업,,187HWACHANG,False
440123740,기선권현망어업,,9 CHEONG YANG,False
440123780,기선권현망어업,,102HAE SANG ,False
440123790,기선권현망어업,,12CHILSUNG ,False
440124020,기선권현망어업,,JE123HEEYONGHO,False
440124040,기선권현망어업,,209WOO SUNG,False
440124080,기선권현망어업,,17 BORYOUNG,False
440124130,기선권현망어업,,7 OYANGHO           ,False
440124180,기선권현망어업,,7DAE YEONG          ,False
440124190,기선권현망어업,,13DAE YEONG HO,False
440124210,기선권현망어업,,111 SAM SEONG,False
440124340,기선권현망어업,성우1호,56 SE YANG,False
440124630,기선권현망어업,,JE55HEEYOUNGHO,False
440124910,기선권현망어업,,106DONGHAIHO,False
440125380,기선권현망어업,,71JEONGSUN,False
440126860,기선권현망어업,,32 YONG DEUK HO     ,False
440129290,기선권현망어업,,302CHUNGGWANGHO,False
440129310,기선권현망어업,NO.8 KANE MARU,301 CHEONG GWANG,False
440129320,기선권현망어업,,303 CHEONG GWANG,False
440129460,기선권현망어업,,98 PYEONG JIN,False
440130510,기선권현망어업,HAN KOOK 1003,69 GEUMJEONG,False
440130550,기선권현망어업,,2 CHUNG YANG,False
440130570,기선권현망어업,,1 CHUNG YANG ,False
440130770,기선권현망어업,,307 WON JUNG HO,False
440130870,기선권현망어업,SHIN KWANG B- 6,203ILJINHO,False
440130880,기선권현망어업,,201IL JIN HO ,False
440130890,기선권현망어업,NO.2 JAE IL,202IL JIN HO ,False
440130920,기선권현망어업,,25SUN GYEONG ,False
440130930,기선권현망어업,,26SUN GYEONG  ,False
440130960,기선권현망어업,,205IL JIN HO ,False
440130970,기선권현망어업,,207IL JIN HO        ,False
440130980,기선권현망어업,,33SUNKYEONG ,False
440131010,기선권현망어업,,27JEONG SUN ,False
440131130,기선권현망어업,,52GWANGYANG ,False
440131150,기선권현망어업,,51KWANGYANG ,False
440131370,기선권현망어업,,91TONGIL,False
440131380,기선권현망어업,,92 TONG IL,False
440131390,기선권현망어업,,JE101MAN SUNG HO    ,False
440131410,기선권현망어업,,JE102MANSEONGHO     ,False
440131420,기선권현망어업,,8HAE SANG ,False
440131430,기선권현망어업,,9HAESANG,False
440131470,기선권현망어업,,207 SIN SEONG,False
440131480,기선권현망어업,,208SIN SEONG,False
440131630,기선권현망어업,,12DAE YEONG HO      ,False
440131650,기선권현망어업,,11DAEYEONG HO,False
440131690,기선권현망어업,,9DAE YEONG HO ,False
440132120,기선권현망어업,,109MYOUNG YANGHO ,False
440132150,기선권현망어업,,108MYOUNG YANGHO    ,False
440132160,기선권현망어업,,107MYEONGYANG ,False
440132220,기선권현망어업,,BO SEONG 88 HO ,False
440134960,기선권현망어업,,YEONG JIN87,False
440135190,기선권현망어업,HAN KOOK 1003,19 HAE SUNG,False
440135330,기선권현망어업,,207WOO SUNG,False
440141150,기선권현망어업,,JE8JOYANGHO,False
440141220,기선권현망어업,,503 KANG SEONG,False
440141430,기선권현망어업,,207HWACHANG,False
440141620,기선권현망어업,,JE56HEEYUNGHO,False
440141650,기선권현망어업,,217HWACHANG,False
440141680,기선권현망어업,,MINGUKHO            ,False
440141770,기선권현망어업,,308HEUNGNAMHO,False
440141880,기선권현망어업,,101DONGHAIHO,False
440141890,기선권현망어업,,102DONGHAIHO,False
440141980,기선권현망어업,,107 SUNGBO HO,False
440141990,기선권현망어업,,25 CHUNG KWANG,False
440142080,기선권현망어업,SHIN KWANG B- 6,11 CHUNG YANG,False
440142130,기선권현망어업,WOONG JIN T-1600,11 HAE SEONG,False
440142150,기선권현망어업,,177HWACHANG,False
440145480,기선권현망어업,,97HEEYOUNGHO,False
440145490,기선권현망어업,,35 HONG EUN,False
440145510,기선권현망어업,,98HEEYUNG ,False
440145770,기선권현망어업,,51 GEUM JEONG,False
440145780,기선권현망어업,,52 GEUM JEONG,False
